case_code,date,year,month,day,hour,zip_code,escalated,mobile,city,state,location_primary,school_level,offender_count,relationship,weapon_primary,weapon_pistol_tot,weapon_shotgun_tot,weapon_rifle_tot,weapon_tot,shot_tot,shot_tot_incl,shot_cit_tot,shot_le_tot,shot_guard_tot,wound_tot,wound_tot_incl,wound_cit_tot,wound_le_tot,wound_guard_tot,kill_tot,kill_tot_incl,kill_cit_tot,kill_le_tot,kill_guard_tot,resolution,resolved_pre_le,age_1,age_2,age_3,sex_1,sex_2,sex_3,race_1,race_2,race_3
1,2000-03-02,2000,Mar,Thu,11,15221,No,Yes,Wilkinsburg,PA,Business,,1,No relationship,Pistol,1,0,0,1,5,5,5,0,0,2,2,2,0,0,3,3,3,0,0,Fled,No,39,,,Male,,,African American,,
2,2000-04-28,2000,Apr,Fri,13,15228,No,Yes,Mount Lebanon,PA,Business,,1,No relationship,Pistol,1,0,0,1,5,6,5,0,0,2,0,2,0,0,4,6,4,0,0,Fled,Yes,34,,,Male,,,Caucasian,,
3,2000-12-26,2000,Dec,Tue,11,01880,No,No,Wakefield,MA,Business,,1,Coworker,Rifle,1,1,1,3,7,7,7,0,0,0,0,0,0,0,7,7,7,0,0,Surrendered,Yes,42,,,Male,,,Caucasian,,
4,2001-01-09,2001,Jan,Tue,12,77036,No,No,Houston,TX,Business,,1,No relationship,Pistol,2,0,0,2,3,4,3,0,0,0,0,0,0,0,3,4,3,0,0,Suicide after police arrival,No,54,,,Male,,,Asian,,
5,2001-01-10,2001,Jan,Wed,11,95975,No,Yes,Nevada County,CA,Other,,1,Indirect,Pistol,1,0,0,1,5,5,5,0,0,2,2,2,0,0,3,3,3,0,0,Fled,Yes,40,,,Male,,,Caucasian,,
6,2001-02-05,2001,Feb,Mon,9,60532,No,No,Melrose Park,IL,Business,,1,Other,Rifle,1,1,2,4,8,8,8,0,0,4,4,4,0,0,4,4,4,0,0,Suicide before police arrival,Yes,57,,,Male,,,Caucasian,,
7,2001-02-23,2001,Feb,Fri,23,93106,No,No,Isla Vista,CA,Outdoors,,1,No relationship,Vehicle,0,0,0,0,0,0,0,0,0,1,,1,0,0,4,,4,0,0,Subdued by police,No,18,,,Male,,,Caucasian,,
8,2001-03-05,2001,Mar,Mon,9,92071,No,No,Santee,CA,School,High school,1,Student,Pistol,1,0,0,1,15,15,15,0,0,13,13,13,0,0,2,2,2,0,0,Surrendered,No,15,,,Male,,,Caucasian,,
9,2001-03-22,2001,Mar,Thu,12,92021,No,No,El Cajon,CA,School,High school,1,Student,Shotgun,1,1,0,2,5,5,5,0,0,5,5,5,0,0,0,0,0,0,0,Shot by police,No,18,,,Male,,,Caucasian,,
10,2001-04-10,2001,Apr,Tue,18,07032,No,No,Kearny,NJ,Business,,1,Other,Knife,1,0,0,3,0,0,0,0,0,3,,3,0,0,0,,0,0,0,Shot by police,No,26,,,Male,,,African American,,
11,2001-04-13,2001,Apr,Fri,0,60123,Yes,No,Chicago,IL,Business,,1,No relationship,Shotgun,2,2,0,4,18,23,18,0,0,16,21,16,0,0,2,2,2,0,0,Subdued by citizens,Yes,42,,,Male,,,Caucasian,,
12,2001-04-23,2001,Apr,Mon,6,92410,No,No,San Jose,CA,Business,,1,Coworker,Pistol,1,0,0,1,4,4,4,0,0,3,3,3,0,0,1,1,1,0,0,Subdued by citizens,Yes,36,,,Female,,,Asian,,
14,2001-07-03,2001,Jul,Tue,23,81650,No,Yes,Rifle,CO,Outdoors,,1,No relationship,Pistol,1,0,0,1,7,7,7,0,0,3,3,3,0,0,4,4,4,0,0,Subdued by police,No,42,,,Male,,,Caucasian,,
15,2001-09-09,2001,Sep,Sun,23,95822,No,Yes,Sacramento,CA,Outdoors,,1,Coworker,Rifle,1,1,1,3,6,7,2,1,3,2,2,1,1,0,4,5,1,0,3,Suicide after police arrival,No,20,,,Male,,,Caucasian,,
16,2001-12-06,2001,Dec,Thu,14,46526,No,No,Goshen,IN,Business,,1,Other,Shotgun,0,1,0,1,7,7,7,0,0,6,6,6,0,0,1,1,1,0,0,Suicide before police arrival,Yes,36,,,Male,,,Caucasian,,
17,2002-01-16,2002,Jan,Wed,13,24614,No,No,Grundy,VA,School,University,1,Student,Pistol,1,0,0,1,6,6,6,0,0,3,3,3,0,0,3,3,3,0,0,Subdued by citizens,Yes,43,,,Male,,,African American,,
18,2002-03-22,2002,Mar,Fri,8,46628,No,No,South Bend,IN,Business,,1,Coworker,Rifle,0,1,1,2,9,9,6,3,0,5,5,2,3,0,4,4,4,0,0,Fled,Yes,54,,,Male,,,Caucasian,,
19,2002-05-31,2002,May,Fri,17,90802,No,No,Long Beach,CA,Business,,1,No relationship,Pistol,2,0,0,2,6,6,6,0,0,4,4,4,0,0,2,2,2,0,0,Shot by police,No,48,,,Male,,,Latino,,
20,2002-06-11,2002,Jun,Tue,8,64433,No,No,Conception,MO,Other,,1,No relationship,Rifle,0,0,2,2,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,Suicide before police arrival,Yes,71,,,Male,,,Caucasian,,
21,2002-07-04,2002,Jul,Thu,11,90045,No,No,Los Angeles,CA,Business,,1,No relationship,Pistol,2,0,0,3,3,4,3,0,0,2,2,1,0,1,2,2,2,0,0,Shot by security,No,43,,,Male,,,Middle Eastern,,
22,2002-10-26,2002,Oct,Sat,17,74955,No,Yes,Sallisaw,OK,Outdoors,,1,No relationship,Shotgun,0,1,0,1,10,10,10,0,0,8,8,8,0,0,2,2,2,0,0,Subdued by police,No,18,,,Male,,,Caucasian,,
23,2002-10-28,2002,Oct,Mon,8,85721,No,No,Tucson,AZ,School,University,1,Student,Pistol,5,0,0,5,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,Suicide before police arrival,Yes,41,,,Male,,,Latino,,
24,2003-02-25,2003,Feb,Tue,6,35816,No,No,Huntsville,AL,Business,,1,No relationship,Pistol,1,0,0,1,5,5,5,0,0,1,1,1,0,0,4,4,4,0,0,Fled,Yes,23,,,Male,,,African American,,
25,2003-04-24,2003,Apr,Thu,7,17356,No,No,Red Lion,PA,School,Middle school,1,Student,Pistol,3,0,0,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,Suicide before police arrival,Yes,14,,,Male,,,Caucasian,,
26,2003-05-09,2003,May,Fri,15,44106,No,No,Cleveland,OH,School,University,1,Student,Rifle,1,0,1,2,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Subdued by police,No,62,,,Male,,,Asian,,
27,2003-07-01,2003,Jul,Tue,20,65101,No,Yes,Jefferson City,MO,Business,,1,Coworker,Pistol,1,0,0,1,8,8,8,0,0,5,5,5,0,0,3,3,3,0,0,Suicide after police arrival,No,25,,,Male,,,Caucasian,,
28,2003-07-08,2003,Jul,Tue,9,39301,No,No,Meridian,MS,Business,,1,Coworker,Rifle,0,1,1,2,14,14,14,0,0,8,8,8,0,0,6,6,6,0,0,Suicide before police arrival,Yes,48,,,Male,,,Caucasian,,
29,2003-07-17,2003,Jul,Thu,19,25311,No,No,Charleston,WV,Business,School board,1,Coworker,Rifle,2,0,2,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Subdued by citizens,Yes,58,,,Male,,,Caucasian,,
30,2003-07-28,2003,Jul,Mon,11,33437,No,No,Boyton Beach,FL,Business,,1,Indirect,Pistol,1,0,0,1,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,Subdued by citizens,Yes,45,,,Male,,,Latino,,
31,2003-08-19,2003,Aug,Tue,8,44003,No,No,Andover,OH,Business,,1,Coworker,Pistol,4,0,0,4,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Suicide before police arrival,Yes,32,,,Male,,,Caucasian,,
32,2003-08-27,2003,Aug,Wed,8,60616,No,No,Chicago,IL,Business,,1,Other,Pistol,1,0,0,1,0,6,0,0,0,0,0,0,0,0,6,6,6,0,0,Shot by police,No,36,,,Male,,,Latino,,
33,2003-09-24,2003,Sep,Wed,11,56320,No,No,Cold Spring,MN,School,High school,1,Student,Pistol,1,0,0,1,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Subdued by citizens,Yes,15,,,Male,,,Caucasian,,
34,2003-10-24,2003,Oct,Fri,15,83822,Yes,No,Oldtown,ID,Business,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,0,0,0,0,0,4,4,4,0,0,Fled,Yes,51,,,Male,,,Caucasian,,
35,2003-11-06,2003,Nov,Thu,9,45069,No,No,West Chester,OH,Business,,1,Other,Pistol,2,0,0,2,5,2,5,0,0,3,0,3,0,0,2,2,2,0,0,Fled,Yes,50,,,Male,,,Caucasian,,
36,2004-02-09,2004,Feb,Mon,10,12061,No,No,East Greenbush,NY,School,High school,1,Student,Shotgun,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Subdued by citizens,Yes,16,,,Male,,,Caucasian,,
37,2004-07-02,2004,Jul,Fri,17,66106,No,No,Kansas City,KS,Business,,1,Coworker,Pistol,1,0,0,1,8,8,8,0,0,2,2,2,0,0,6,6,6,0,0,Suicide before police arrival,Yes,21,,,Male,,,African American,,
38,2004-11-18,2004,Nov,Thu,18,33713,No,No,St. Petersburg,FL,Business,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,1,1,1,0,0,2,2,2,0,0,Suicide before police arrival,Yes,25,,,Male,,,Caucasian,,
39,2004-11-21,2004,Nov,Sun,12,54835,No,No,Meteor,WI,Outdoors,,1,No relationship,Rifle,0,0,1,1,8,8,8,0,0,2,2,2,0,0,6,6,6,0,0,Fled,Yes,36,,,Male,,,Asian,,
40,2004-12-08,2004,Dec,Wed,22,43229,No,No,Columbus,OH,Business,,1,No relationship,Pistol,1,0,0,1,6,6,6,0,0,3,3,3,0,0,3,3,3,0,0,Shot by police,No,25,,,Male,,,Caucasian,,
41,2005-01-26,2005,Jan,Wed,20,43601,No,No,Toledo,OH,Business,,1,Coworker,Shotgun,0,1,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Suicide before police arrival,Yes,54,,,Male,,,Caucasian,,
42,2005-02-13,2005,Feb,Sun,15,12477,No,No,Kingston,NY,Business,,1,No relationship,Rifle,0,0,1,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Subdued by citizens,Yes,25,,,Male,,,Caucasian,,
43,2005-03-12,2005,Mar,Sat,12,53005,No,No,Brookfield,WI,Other,,1,Other,Pistol,1,0,0,1,11,11,11,0,0,4,4,4,0,0,7,7,7,0,0,Suicide before police arrival,Yes,45,,,Male,,,Caucasian,,
44,2005-03-21,2005,Mar,Mon,14,56671,No,No,Red Lake,MN,School,High school,1,Student,Shotgun,2,1,0,3,13,15,12,0,1,6,6,6,0,0,7,9,6,0,1,Suicide after police arrival,No,16,,,Male,,,Other,,
45,2005-04-08,2005,Apr,Fri,8,20588,No,Yes,Eastern Shore,MD,Outdoors,,1,No relationship,Pistol,1,0,0,1,6,6,6,0,0,4,4,4,0,0,2,2,2,0,0,Subdued by police,No,22,,,Male,,,African American,,
46,2005-08-08,2005,Aug,Mon,14,92411,No,Yes,Colton,CA,Business,,1,No relationship,Pistol,1,0,0,1,6,6,6,0,0,3,3,3,0,0,3,3,3,0,0,Fled,Yes,35,,,Male,,,African American,,
47,2005-08-29,2005,Aug,Mon,8,75446,Yes,Yes,Sash,TX,Other,,1,No relationship,Pistol,2,0,0,2,4,4,4,0,0,0,0,0,0,0,4,4,4,0,0,Fled,Yes,54,,,Male,,,Caucasian,,
48,2005-10-07,2005,Oct,Fri,10,19152,Yes,Yes,Philadelphia,PA,Outdoors,,1,Indirect,Pistol,1,0,0,1,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Suicide after police arrival,No,43,,,Male,,,Caucasian,,
49,2005-11-08,2005,Nov,Tue,14,37757,No,No,Jackboro,TN,School,High school,1,Student,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Subdued by citizens,Yes,14,,,Male,,,Caucasian,,
50,2005-11-20,2005,Nov,Sun,12,98409,No,No,Tacoma,WA,Business,,1,No relationship,Rifle,1,0,1,2,6,6,6,0,0,6,6,6,0,0,0,0,0,0,0,Subdued by police,No,20,,,Male,,,Latino,,
51,2005-11-22,2005,Nov,Tue,6,29860,Yes,Yes,North Augusta,SC,Outdoors,,1,No relationship,Rifle,0,0,1,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Fled,Yes,,,,Male,,,Caucasian,,
52,2006-01-30,2006,Jan,Mon,19,93111,No,No,Goleta,CA,Business,,1,Other,Pistol,1,0,0,1,6,6,6,0,0,0,0,0,0,0,6,6,6,0,0,Suicide before police arrival,Yes,44,,,Female,,,Caucasian,,
53,2006-03-03,2006,Mar,Fri,12,27515,No,No,Chapel Hill,SC,School,University,1,Student,Vehicle,0,0,0,0,0,,0,0,0,9,,9,0,0,0,,0,0,0,Surrendered,Yes,22,,,Male,,,Middle Eastern,,
54,2006-03-14,2006,Mar,Tue,9,89502,No,No,Reno,NV,School,Middle school,1,Student,Pistol,1,0,0,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Subdued by citizens,Yes,14,,,Male,,,Caucasian,,
55,2006-03-25,2006,Mar,Sat,7,98102,No,No,Seattle,WA,Other,,1,No relationship,Shotgun,1,1,0,2,8,8,8,0,0,2,2,2,0,0,6,6,6,0,0,Suicide after police arrival,No,28,,,Male,,,Caucasian,,
56,2006-04-19,2006,Apr,Wed,13,63133,No,No,St. Louis,MO,Business,,1,Other,Pistol,1,0,0,1,3,4,3,0,0,1,1,1,0,0,2,3,2,0,0,Suicide after police arrival,No,55,,,Male,,,Caucasian,,
57,2006-06-25,2006,Jun,Sun,15,80216,No,No,Denver,CO,Business,,1,Coworker,Pistol,1,0,0,1,6,6,5,1,0,5,5,4,1,0,1,1,1,0,0,Shot by police,No,22,,,Male,,,African American,,
58,2006-07-28,2006,Jul,Fri,16,98121,No,No,Seattle,WA,Other,,1,No relationship,Pistol,2,0,0,3,6,6,6,0,0,5,5,5,0,0,1,1,1,0,0,Surrendered,No,30,,,Male,,,Middle Eastern,,
59,2006-08-24,2006,Aug,Thu,13,05452,No,Yes,Essex,VT,School,Elementary school,1,Indirect,Pistol,1,0,0,1,3,4,3,0,0,2,2,2,0,0,1,2,1,0,0,Suicide before police arrival,Yes,26,,,Male,,,African American,,
60,2006-08-30,2006,Aug,Wed,13,27278,No,No,Hillsborough,NC,School,High school,1,Student,Rifle,0,1,2,3,1,3,1,0,0,1,2,1,0,0,0,1,0,0,0,Subdued by police,No,19,,,Male,,,Latino,,
61,2006-09-17,2006,Sep,Sun,2,15219,Yes,No,Pittsburgh,PA,School,University,2,No relationship,Pistol,2,0,0,2,5,5,5,0,0,5,5,5,0,0,0,0,0,0,0,Fled,Yes,19,18,,Male,,,African American,African American,
62,2006-09-29,2006,Sep,Fri,8,53924,No,No,Cazenovia,WI,School,High school,1,Student,Shotgun,1,1,0,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,Subdued by citizens,Yes,15,,,Male,,,Caucasian,,
63,2006-10-02,2006,Oct,Mon,10,17562,Yes,No,Bart Township,PA,School,K-12,1,No relationship,Rifle,1,1,1,3,10,10,10,0,0,5,5,5,0,0,5,5,5,0,0,Suicide after police arrival,No,32,,,Male,,,Caucasian,,
64,2006-10-09,2006,Oct,Mon,7,64802,No,No,Joplin,MO,School,Middle school,1,Student,Rifle,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subdued by citizens,Yes,13,,,Male,,,Caucasian,,
65,2007-02-12,2007,Feb,Mon,18,84102,No,No,Salt Lake CIty,UT,Business,,1,No relationship,Shotgun,1,1,0,2,9,9,9,0,0,4,4,4,0,0,5,5,5,0,0,Shot by police,No,18,,,Male,,,Caucasian,,
66,2007-02-12,2007,Feb,Mon,20,19112,No,No,Philadelphia,PA,Business,,1,Coworker,Rifle,1,0,1,2,4,4,4,0,0,1,1,1,0,0,3,3,3,0,0,Suicide after police arrival,No,44,,,Male,,,African American,,
67,2007-03-05,2007,Mar,Mon,9,90755,No,No,Signal Hill,CA,Business,,1,Coworker,Pistol,1,0,0,1,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,Suicide before police arrival,Yes,68,,,Male,,,Latino,,
68,2007-04-16,2007,Apr,Mon,7,24061,No,No,Blacksburg,VA,School,University,1,Student,Pistol,2,0,0,2,49,49,49,0,0,17,17,17,0,0,32,32,32,0,0,Suicide after police arrival,No,23,,,Male,,,Asian,,
69,2007-04-29,2007,Apr,Sun,15,64114,Yes,No,Kansas City,MO,Business,,1,No relationship,Rifle,0,0,1,1,10,10,9,1,0,8,8,7,1,0,2,2,2,0,0,Shot by police,No,51,,,Male,,,Caucasian,,
70,2007-05-19,2007,May,Sat,23,83843,No,Yes,Moscow,ID,Other,,1,No relationship,Rifle,0,0,2,2,6,6,3,3,0,4,3,2,2,0,2,3,1,1,0,Suicide after police arrival,No,36,,,Male,,,Caucasian,,
71,2007-08-08,2007,Aug,Wed,15,43551,No,No,Perrysburg,OH,Business,,1,Other,Rifle,2,0,2,4,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Fled,Yes,43,,,Male,,,African American,,
72,2007-08-30,2007,Aug,Thu,7,10475,No,No,Bronx,NY,Business,,1,Other,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Fled,Yes,44,,,Male,,,Latino,,
73,2007-10-04,2007,Oct,Thu,14,71301,No,No,Alexandria,LA,Business,,1,Indirect,Pistol,1,0,0,1,5,5,5,0,0,3,3,3,0,0,2,2,2,0,0,Shot by police,No,63,,,Male,,,African American,,
74,2007-10-07,2007,Oct,Sun,2,54520,Yes,No,Crandon,WI,Other,,1,Indirect,Rifle,1,0,1,2,7,7,7,0,0,1,1,1,0,0,6,6,6,0,0,Suicide after police arrival,No,20,,,Male,,,Caucasian,,
75,2007-10-08,2007,Oct,Mon,7,93063,No,No,Simi Valley,CA,Business,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Suicide before police arrival,Yes,29,,,Male,,,Latino,,
76,2007-10-10,2007,Oct,Wed,13,44114,No,No,Cleveland,OH,School,High school,1,Student,Pistol,2,0,0,5,4,4,4,0,0,4,4,4,0,0,0,0,0,0,0,Suicide before police arrival,Yes,14,,,Male,,,Caucasian,,
77,2007-12-05,2007,Dec,Wed,13,68114,No,No,Omaha,NE,Business,,1,No relationship,Rifle,0,0,1,1,12,12,12,0,0,4,4,4,0,0,8,8,8,0,0,Suicide before police arrival,Yes,19,,,Male,,,Caucasian,,
78,2007-12-09,2007,Dec,Sun,0,80004,No,Yes,Arvada,CO,Other,,1,Other,Rifle,2,0,1,3,9,9,9,0,0,5,5,5,0,0,4,4,4,0,0,Shot by security,No,24,,,Male,,,Caucasian,,
79,2008-02-07,2008,Feb,Thu,19,63122,No,No,Kirkwood,MO,Other,,1,No relationship,Pistol,2,0,0,2,6,6,4,2,0,0,0,0,0,0,6,6,4,2,0,Shot by police,No,52,,,Male,,,African American,,
80,2008-02-08,2008,Feb,Fri,8,70809,No,No,Baton Rouge,LA,School,University,1,Student,Pistol,1,0,0,1,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Suicide before police arrival,Yes,23,,,Female,,,African American,,
81,2008-02-14,2008,Feb,Thu,15,60115,No,No,DeKalb,IL,School,University,1,Student,Shotgun,3,1,0,4,18,21,18,0,0,13,16,13,0,0,5,5,5,0,0,Suicide before police arrival,Yes,27,,,Male,,,Caucasian,,
82,2008-03-03,2008,Mar,Mon,12,33401,No,No,W Palm Beach,FL,Business,,1,No relationship,Pistol,1,0,0,1,5,5,5,0,0,4,4,4,0,0,1,1,1,0,0,Suicide before police arrival,Yes,60,,,Male,,,African American,,
83,2008-03-18,2008,Mar,Tue,16,93454,No,No,Santa Maria,CA,Business,,1,Indirect,Pistol,1,0,0,1,4,4,4,0,0,0,0,0,0,0,4,4,4,0,0,Subdued by police,No,31,,,Male,,,Caucasian,,
84,2008-05-25,2008,May,Sun,2,89445,Yes,No,Winnemucca,NV,Business,,1,Indirect,Pistol,1,0,0,1,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,Shot by citizen,Yes,30,,,Male,,,Caucasian,,
85,2008-06-25,2008,Jun,Wed,0,42420,No,No,Henderson,KY,Business,,1,Coworker,Pistol,1,0,0,1,6,6,6,0,0,1,1,1,0,0,5,5,5,0,0,Suicide before police arrival,Yes,25,,,Male,,,Caucasian,,
86,2008-07-27,2008,Jul,Sun,10,37919,No,No,Knoxville,TN,Other,,1,No relationship,Shotgun,0,1,0,1,9,9,9,0,0,7,7,7,0,0,2,2,2,0,0,Subdued by citizens,Yes,58,,,Male,,,Caucasian,,
87,2008-09-02,2008,Sep,Tue,14,98232,No,Yes,Skagit County,WA,Outdoors,,1,No relationship,Rifle,0,0,1,1,10,10,8,2,0,4,4,3,1,0,6,6,5,1,0,Fled,No,28,,,Male,,,Caucasian,,
88,2009-01-24,2009,Jan,Sat,22,97201,No,No,Portland,OR,Business,,1,No relationship,Pistol,1,0,0,1,9,9,9,0,0,7,7,7,0,0,2,2,2,0,0,Suicide before police arrival,Yes,24,,,Male,,,Caucasian,,
89,2009-03-10,2009,Mar,Tue,16,36323,No,Yes,Coffee County,AL,Other,,1,Indirect,Rifle,1,1,2,4,11,11,10,1,0,2,1,1,1,0,10,10,10,0,0,Suicide after police arrival,No,28,,,Male,,,Caucasian,,
90,2009-03-29,2009,Mar,Sun,10,28327,No,No,Carthage,NC,Other,,1,Indirect,Rifle,2,1,1,4,11,11,10,1,0,3,3,2,1,0,8,8,8,0,0,Shot by police,No,45,,,Male,,,Caucasian,,
91,2009-04-03,2009,Apr,Fri,10,13905,No,No,Binghamton,NY,Business,,1,Indirect,Pistol,2,0,0,2,17,17,17,0,0,4,4,4,0,0,13,13,13,0,0,Suicide before police arrival,Yes,42,,,Male,,,Asian,,
92,2009-04-07,2009,Apr,Tue,19,92589,No,No,Temecula,CA,Other,,1,Coworker,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Subdued by citizens,Yes,69,,,Male,,,Asian,,
93,2009-04-26,2009,Apr,Sun,0,23668,No,No,Hampton,VA,School,University,1,Student,Pistol,3,0,0,3,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Suicide before police arrival,Yes,18,,,Male,,,African American,,
94,2009-05-18,2009,May,Mon,9,70345,No,No,Cut Off,LA,School,Middle school,1,Student,Pistol,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suicide before police arrival,Yes,15,,,Male,,,Caucasian,,
95,2009-06-01,2009,Jun,Mon,10,72205,No,No,Little Rock,AR,Other,,1,No relationship,Rifle,1,0,2,3,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,Subdued by police,No,24,,,Male,,,African American,,
96,2009-06-10,2009,Jun,Wed,12,20024,No,No,Washington,DC,Other,,1,No relationship,Rifle,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Shot by security,No,88,,,Male,,,Caucasian,,
97,2009-07-01,2009,Jul,Wed,10,93065,No,No,Simi Valley,CA,Other,,1,Indirect,Rifle,0,0,1,1,5,5,5,0,0,4,4,4,0,0,1,1,1,0,0,Subdued by police,No,30,,,Male,,,Latino,,
98,2009-07-25,2009,Jul,Sat,4,77090,Yes,No,Houston,TX,Business,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Fled,Yes,36,,,Male,,,African American,,
99,2009-08-04,2009,Aug,Tue,19,15017,No,No,Collier Township,PA,Business,,1,No relationship,Pistol,4,0,0,4,12,12,12,0,0,9,9,9,0,0,3,3,3,0,0,Suicide before police arrival,Yes,48,,,Male,,,Caucasian,,
100,2009-09-11,2009,Sep,Fri,7,48867,No,Yes,Owosso,MI,Outdoors,,1,No relationship,Pistol,3,0,0,3,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Fled,Yes,33,,,Male,,,Caucasian,,
101,2009-11-05,2009,Nov,Thu,13,76544,No,No,Ft. Hood,TX,Other,,1,Coworker,Pistol,2,0,0,2,45,45,44,1,0,32,32,31,1,0,13,13,13,0,0,Shot by police,No,39,,,Male,,,Caucasian,,
102,2009-11-06,2009,Nov,Fri,11,32801,No,No,Orlando,FL,Business,,1,Other,Pistol,1,0,0,1,6,6,6,0,0,5,5,5,0,0,1,1,1,0,0,Fled,Yes,40,,,Male,,,Latino,,
103,2009-11-07,2009,Nov,Sat,19,81657,Yes,No,Vail,CO,Business,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,3,3,3,0,0,1,1,1,0,0,Subdued by police,No,63,,,Male,,,Caucasian,,
104,2009-11-10,2009,Nov,Tue,11,97062,No,No,Tualatin,OR,Business,,1,Indirect,Rifle,1,1,1,3,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Suicide before police arrival,Yes,39,,,Male,,,Caucasian,,
105,2009-11-29,2009,Nov,Sun,8,98422,No,No,Pierce County,WA,Business,,1,No relationship,Pistol,1,0,0,1,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,Shot by police,No,37,,,Male,,,African American,,
106,2009-12-23,2009,Dec,Wed,13,70739,No,No,Baton Rouge,LA,Business,,1,Other,Pistol,1,0,0,1,3,3,3,0,0,1,1,1,0,0,2,2,2,0,0,Subdued by citizens,Yes,53,,,Male,,,African American,,
107,2010-01-04,2010,Jan,Mon,8,89101,No,No,Las Vegas,NV,Other,,1,No relationship,Shotgun,0,1,0,1,2,2,1,1,0,1,1,0,1,0,1,1,1,0,0,Shot by police,No,66,,,Male,,,African American,,
108,2010-01-07,2010,Jan,Thu,6,63122,No,No,St. Louis,MO,Business,,1,Coworker,Rifle,2,1,1,4,8,8,8,0,0,5,5,5,0,0,3,3,3,0,0,Suicide before police arrival,Yes,51,,,Male,,,Caucasian,,
109,2010-01-12,2010,Jan,Tue,14,30144,No,No,Kennesaw,GA,Business,,1,Other,Pistol,1,0,0,1,5,5,5,0,0,2,2,2,0,0,3,3,3,0,0,Fled,Yes,60,,,Male,,,Caucasian,,
110,2010-01-14,2010,Jan,Thu,14,34601,No,No,Brooksville,FL,Other,,1,Indirect,Pistol,1,0,0,1,5,5,4,1,0,2,2,2,0,0,3,3,2,1,0,Shot by police,No,55,,,Male,,,Caucasian,,
111,2010-02-03,2010,Feb,Wed,12,61455,No,No,Macomb,IL,Business,,1,No relationship,Rifle,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suicide after police arrival,No,19,,,Male,,,Caucasian,,
112,2010-02-10,2010,Feb,Wed,12,37912,No,No,Knoxville,TN,School,Elementary school,1,Coworker,Pistol,1,0,0,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Subdued by police,No,48,,,Male,,,Caucasian,,
113,2010-02-12,2010,Feb,Fri,16,35899,No,No,Huntsville,AL,School,University,1,Coworker,Pistol,1,0,0,1,6,6,6,0,0,3,3,3,0,0,3,3,3,0,0,Surrendered,No,44,,,Female,,,Caucasian,,
114,2010-02-23,2010,Feb,Tue,15,80128,No,No,Littleton,CO,School,Middle school,1,No relationship,Rifle,0,0,1,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Subdued by citizens,Yes,32,,,Male,,,Other,,
115,2010-03-04,2010,Mar,Thu,18,20301,No,No,Arlington,VA,Other,,1,No relationship,Pistol,2,0,0,2,2,2,0,2,0,2,2,0,2,0,0,0,0,0,0,Shot by police,No,36,,,Male,,,Caucasian,,
116,2010-03-09,2010,Mar,Tue,3,43218,No,No,Columbus,OH,School,University,1,Other,Pistol,2,0,0,2,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,Suicide before police arrival,Yes,50,,,Male,,,African American,,
